fast,slow,mid,trades,win_rate,net_profit,profit_factor,max_dd
11,20,15,6103,19.449451089628052,-954.2288158819656,0.9372973482362921,1326.4713699430858
11,25,15,4950,19.252525252525253,420.27980941276763,1.0346177948915651,803.2808505906
11,25,20,4975,19.35678391959799,430.8777455513704,1.035274229778861,780.7174981794969
11,30,15,4258,18.694222639736967,-453.84775183103557,0.95776955528587,590.926534468121
11,30,20,4293,18.681574656417425,-427.0764437833683,0.9609151847056074,512.8878756436895
11,30,25,4248,18.714689265536723,-358.4832229549364,0.9668329396740092,499.61964398694204
11,35,15,3827,17.559446041285604,-409.27298455479576,0.9581599505367132,1048.5184957784254
11,35,20,3867,17.688130333591932,-417.07675149295386,0.9576789595898876,1031.1989725954704
11,35,25,3856,17.608921161825727,-398.7929444967867,0.9593929448471278,1040.135565987017
11,35,30,3830,17.571801566579634,-400.5173916971584,0.9590316359513109,1029.8555758056677
11,40,15,3537,18.433700876448967,-345.01910924445644,0.9614751518385355,632.9604306127983
11,40,20,3565,18.34502103786816,-367.03914510654255,0.9594671615834354,635.7307201630629
11,40,25,3577,18.115739446463518,-501.2384891902658,0.945132877538309,683.3395516470796
11,40,30,3573,17.99608172404142,-316.0005080743297,0.9652212588570939,730.0984188929108
11,45,15,3246,18.20702402957486,-586.215921562494,0.9281281362849798,685.5100423506872
11,45,20,3294,18.245294474802673,-180.1195850924217,0.9782073081897704,680.3676230700103
11,45,25,3297,18.1073703366697,-193.8158639379174,0.9766050492574302,729.5862823678888
11,45,30,3298,18.192844147968465,-364.3917066775171,0.9560963714348707,696.4201265663846
12,20,15,6009,19.83691129971709,-1134.1922047044968,0.9238261233062665,1487.2146182864672
12,25,15,4826,18.98052217157066,79.39138918091265,1.006713500488772,858.0858455051286
12,25,20,4879,18.77433900389424,-55.425908020641145,0.9953892197240559,950.2352344558858
12,30,15,4137,18.153251148175006,-603.0214432322089,0.9424792691833287,1024.9968590933456
12,30,20,4188,18.170964660936008,-442.14974282001907,0.9583170964787735,949.8923694879884
12,30,25,4159,18.369800432796346,-313.2753628154164,0.9702169799442337,894.0023393902309
12,35,15,3717,17.944578961528116,-478.45480201099923,0.9496202149870432,882.743451469715
12,35,20,3785,17.912813738441216,-495.9070662885747,0.9484430328070768,896.9947889424272
12,35,25,3782,17.92702273929138,-470.4240117884381,0.951105458514421,868.0326784533249
12,35,30,3752,17.963752665245202,-420.42038173662485,0.955800983258706,874.6194415124983
12,40,15,3403,17.895974140464297,-798.5177133770094,0.9074016118570272,817.961295047377
12,40,20,3469,17.901412510810033,-566.1340565055077,0.9358124643416513,689.6013981315559
12,40,25,3475,17.72661870503597,-583.7951577972715,0.9341777112917307,729.4555381210989
12,40,30,3481,17.95461074403907,-607.5350417413978,0.931360826741618,764.4810487462469
12,45,15,3156,18.09252217997465,-98.86923636906079,0.9875808054539769,744.6772048841369
12,45,20,3230,18.29721362229102,225.20061830166338,1.0277319039382034,685.5270296932422
12,45,25,3234,18.21273964131107,143.34608592619543,1.0175682657597807,726.7117018244448
12,45,30,3229,18.240941467946733,103.12305563208349,1.0125847861860309,725.6558686019422
13,20,15,5961,20.130850528434827,-591.0884647914172,0.9600380699860408,1219.407114625012
13,25,15,4688,19.3259385665529,-99.7028119601743,0.9912418402568272,817.3618914442739
13,25,20,4779,19.271814187068426,-257.5596833551498,0.9779468400400511,911.1734062290896
13,30,15,3959,18.13589290224804,-96.88630386204898,0.9900675205239682,799.7571647811399
13,30,20,4063,18.11469357617524,-84.05510657127763,0.991621469919341,824.2195449624151
13,30,25,4035,18.240396530359355,4.663403117504515,1.0004717516743973,710.3538160296689
13,35,15,3606,17.831392124237382,-229.7841552470406,0.9745935645306766,793.7980924370893
13,35,20,3702,17.774176121015667,-282.8972316476303,0.9693837424463709,874.0219681900742
13,35,25,3709,17.632785117282285,-263.9079733153678,0.9714470943006894,880.2358864259581
13,35,30,3681,17.794077696278187,-304.33190554754856,0.9669980701345409,838.1187432826237
13,40,15,3287,18.071189534529967,-817.7139332573943,0.9045247890382643,925.0826794463167
13,40,20,3380,18.31360946745562,-432.227444730713,0.9506688775551282,703.39169046748
13,40,25,3396,18.227326266195526,-448.86538281319145,0.9491499837077035,700.430210205313
13,40,30,3400,18.323529411764707,-401.4927089240352,0.9544434492384974,698.2895321608873
13,45,15,3069,17.62789182144021,-528.7881782988648,0.9340357487095247,977.9399048232016
13,45,20,3152,17.956852791878173,-363.1557670805049,0.9553991467149198,921.2166484693269
13,45,25,3172,17.87515762925599,-457.99641559829456,0.9441407031916483,1020.1244835844354
13,45,30,3178,17.809943360604155,-530.2972127648516,0.9358362246334899,1028.468869410633
14,20,15,5987,20.277267412727575,-465.2651131139324,0.9679482369946765,933.3851813436504
14,25,15,4547,19.947217945898394,910.1169865896763,1.0824785663997316,494.43216996499496
14,25,20,4690,20.02132196162047,922.8442221827171,1.080887129338805,432.1046874084059
14,30,15,3867,18.257046806309802,-265.7102336906007,0.9723448468395144,1199.1623231094316
14,30,20,4009,18.358692940883014,-123.40372108562946,0.987562819342142,1183.155734136953
14,30,25,3991,18.441493360060136,-179.95788697601142,0.9817892596628969,1116.4679556194658
14,35,15,3487,17.751648981932895,-1164.7567265691237,0.867992803581925,1403.9492252603236
14,35,20,3591,17.794486215538846,-1014.9846659286512,0.8888263884532043,1373.644945157091
14,35,25,3597,17.737003058103976,-987.4640264206269,0.8920999108596753,1353.3399849995196
14,35,30,3578,17.747344885410843,-1197.748464460868,0.8677811786592006,1500.944724409211
14,40,15,3171,17.28161463260801,-1059.0315950854988,0.8735909218821815,1088.0181384663879
14,40,20,3296,17.62742718446602,-613.0731939070571,0.9291214718213724,979.2015093216378
14,40,25,3324,17.418772563176894,-661.185071353035,0.9243048306353404,1021.5298167661308
14,40,30,3325,17.44360902255639,-811.8588186059594,0.9071911283234512,1034.398712488258
14,45,15,2927,17.970618380594466,-395.7984195754796,0.9487365964109017,887.4930963406218
14,45,20,3041,18.184807629069386,-306.4117084859295,0.9616707856563609,847.1519910666054
14,45,25,3077,18.069548261293466,-295.75399172704573,0.9633287841794869,868.7034306483556
14,45,30,3081,17.98117494320026,-416.6273712361277,0.9485876026492815,914.0241964387958
15,25,20,4666,19.931418774110586,503.1937798947421,1.0443203906279412,585.5010924318522
15,30,20,3958,18.72157655381506,20.02706508956902,1.0020289632324828,850.6077664218385
15,30,25,3957,18.776851149861006,111.51474304327576,1.0113165335183603,806.0453342730277
15,35,20,3490,18.16618911174785,-209.1680197440782,0.976106433910248,982.3773574964823
15,35,25,3510,18.005698005698004,-213.37454386431085,0.975726870619367,936.1431423753413
15,35,30,3502,18.075385494003427,-555.3060669636812,0.9365328940315593,939.8797473227114
15,40,20,3200,17.9375,-440.53619003621,0.9471653192169504,882.2067795804633
15,40,25,3242,17.766810610734115,-390.17377943584415,0.9537674377980049,953.7367072967563
15,40,30,3238,17.510809141445336,-637.3042416820472,0.9251643427124232,976.8507768648412
15,45,20,2944,17.595108695652176,-725.3549230323943,0.907849842895971,820.6651938840439
15,45,25,2994,17.468269873079493,-717.8174766756462,0.9098108482220667,822.6322432716648
15,45,30,3001,17.36087970676441,-772.4884614527841,0.9031802039770123,847.5958145315592
